type,zone,from_station_gen,from_station_name,to_station_name,lat_long,lat_long_string,long,lat,departure,arrival,duration,number_of_halts,distance,speed,departure_days,name
Drnt,WR,Mumbai,Mumbai Central,Indore Junction BG,"22.7195687,75.8577258","22.7195687,75.8577258",75.8577258,22.7195687,0.96875,0.46875,12,0,829,69.1,#NAME?,Mumbai Central- Indore Duronto Express
SF,WR,Mumbai,Mumbai Central,Indore Junction BG,"22.7195687,75.8577258","22.7195687,75.8577258",75.8577258,22.7195687,0.795138889,0.375,13.91666667,17,829,59.6,SMTWTFS,Avantika Express
Exp,NWR,Delhi,Old Delhi,Barmer,"25.7500000,71.3833000","25.7500000,71.3833000",71.3833,25.75,0.729166667,0.40625,16.25,34,829,51,SMTWTFS,Delhi-Jaisalmer Express Slip
Exp,SWR,Chennai,Chennai Central,Hubli Junction,"15.3459580,75.1364693","15.3459580,75.1364693",75.1364693,15.345958,0.590277778,0.28125,16.58333333,15,834,50.3,S------,Chennai Hubli Express
Drnt,CR,Mumbai,Mumbai CST,Nagpur Junction,"20.7488587,78.6030242","20.7488587,78.6030242",78.6030242,20.7488587,0.84375,0.302083333,11,0,838,76.2,-M-W-F-,Mumbai CSTM-Nagpur Duronto Express
SF,CR,Mumbai,Mumbai CST,Nagpur Junction,"20.7488587,78.6030242","20.7488587,78.6030242",78.6030242,20.7488587,0.625,0.256944444,15.16666667,31,838,55.3,SMTWTFS,Sevagram Express
SF,CR,Mumbai,Mumbai CST,Nagpur Junction,"20.7488587,78.6030242","20.7488587,78.6030242",78.6030242,20.7488587,0.625,0.256944444,15.16666667,31,838,55.3,SMTWTFS,Sewagram Express Slip
Exp,WR,Mumbai,Mumbai Bandra Terminus,Bhuj,"23.2419997,69.6669324","23.2419997,69.6669324",69.6669324,23.2419997,0.715277778,0.395833333,16.33333333,20,839,51.4,SMTWTFS,Kutch Express
Exp,WR,Mumbai,Mumbai Bandra Terminus,Bhuj,"23.2419997,69.6669324","23.2419997,69.6669324",69.6669324,23.2419997,0.618055556,0.319444444,16.83333333,27,839,49.8,SMTWTFS,Sayaji Nagari Express
SF,SR,Chennai,Chennai Central,Kollam Junction,"8.8801611,76.6037312","8.8801611,76.6037312",76.6037312,8.8801611,0.864583333,0.479166667,14.75,15,857,58.1,-M-----,Chennai Central-Kollam SF Special
Exp,SR,Chennai,Chennai Central,Kollam Junction,"8.8801611,76.6037312","8.8801611,76.6037312",76.6037312,8.8801611,0.864583333,0.479166667,14.75,15,857,58.1,#NAME?,Chennai Central-Kollam Special
SF,SR,Chennai,Chennai Central,Kollam Junction,"8.8801611,76.6037312","8.8801611,76.6037312",76.6037312,8.8801611,0.635416667,0.239583333,14.5,15,858,59.2,-----F-,Chennai Central Kollam (Weekly) SF Special
SF,SR,Chennai,Chennai Central,Kollam Junction,"8.8801611,76.6037312","8.8801611,76.6037312",76.6037312,8.8801611,0.635416667,0.239583333,14.5,15,858,59.2,----T--,Chennai Central-Kollam SF Special
SF,SR,Chennai,Chennai Central,Kollam Junction,"8.8801611,76.6037312","8.8801611,76.6037312",76.6037312,8.8801611,0.635416667,0.28125,15.5,15,858,55.4,--T----,Chennai Central-Kollam SF Special
SF,SR,Chennai,Chennai Central,Kollam Junction,"8.8801611,76.6037312","8.8801611,76.6037312",76.6037312,8.8801611,0.979166667,0.645833333,16,15,858,53.6,---W---,Chennai CentralKollam SF Special
Exp,NER,Kolkata,Kolkata Chitpur,Gorakhpur Junction,"26.5052677,83.7784115","26.5052677,83.7784115",83.7784115,26.5052677,0.604166667,0.329861111,17.41666667,17,859,49.3,#NAME?,Purvanchal Express
SF,NR,Delhi,New Delhi,Rewa,"24.5313889,81.3011111","24.5313889,81.3011111",81.3011111,24.5313889,0.996527778,0.59375,14.33333333,10,860,60,SMTWTFS,NewDelhi-Rewa Express
Exp,ER,Kolkata,Kolkata Sealdah,Varanasi Junction,"25.3262612,82.9862058","25.3262612,82.9862058",82.9862058,25.3262612,0.885416667,0.902777778,24.41666667,76,871,35.7,SMTWTFS,Sealdah-Varanasi Express
GR,NR,Delhi,Delhi Anand Vihar Terminus,Sasaram,"24.9500000,84.0333000","24.9500000,84.0333000",84.0333,24.95,0.802083333,0.34375,13,5,874,67.2,#NAME?,Anand ViharT Delhi-Sasaram GaribRath Express
Exp,NER,Kolkata,Kolkata Chitpur,Gorakhpur Junction,"26.5052677,83.7784115","26.5052677,83.7784115",83.7784115,26.5052677,0.604166667,0.340277778,17.66666667,20,875,49.5,-----F-,Poorvanchal Express
SF,SER,Kolkata,Kolkata Shalimar,Visakhapatnam Junction,"17.7368076,83.3073078","17.7368076,83.3073078",83.3073078,17.7368076,0.760416667,0.347222222,14.08333333,14,880,62.5,--T----,Kolkata Shalimar-Visakhapatnam Superfast express
Exp,SCR,Mumbai,Mumbai CST,Secunderabad Junction,"17.4332580,78.5022280","17.4332580,78.5022280",78.502228,17.433258,0.878472222,0.59375,17.16666667,28,881,51.3,SMTWTFS,Mumbai-Secunderabad Devagiri Expres
SF,ER,Kolkata,Kolkata Howrah Junction,Allahabad City,"25.4358011,81.8463110","25.4358011,81.8463110",81.846311,25.4358011,0.833333333,0.510416667,16.25,24,882,54.3,SMTWTFS,Vibhuti Express
Exp,NER,Kolkata,Kolkata Chitpur,Gorakhpur Junction,"26.5052677,83.7784115","26.5052677,83.7784115",83.7784115,26.5052677,0.604166667,0.402777778,19.16666667,25,883,46.1,S--W---,Poorvanchal Express
SF,SR,Chennai,Chennai Central,Mangalore Central,"12.8809875,74.8352693","12.8809875,74.8352693",74.8352693,12.8809875,0.850694444,0.517361111,16,29,889,55.6,SMTWTFS,Chennai Mangalore Mail
SF,SR,Chennai,Chennai Central,Mangalore Central,"12.8809875,74.8352693","12.8809875,74.8352693",74.8352693,12.8809875,0.708333333,0.378472222,16.08333333,16,889,55.3,SM-WTFS,Chennai - Mangalore Express
Exp,SR,Chennai,Chennai Central,Mangalore Central,"12.8809875,74.8352693","12.8809875,74.8352693",74.8352693,12.8809875,0.479166667,0.190972222,17.08333333,29,902,52.8,SMTWTFS,West Coast Express
SKr,WCR,Delhi,Delhi Hazrat Nizamuddin,Jabalpur Junction,"23.1648052,79.9503974","23.1648052,79.9503974",79.9503974,23.1648052,0.725694444,0.333333333,14.58333333,5,909,62.3,#NAME?,Madhya Pradesh Sampark Kranti Express
SF,SR,Chennai,Chennai Central,Trivandrum Central,"8.5339492,76.9898676","8.5339492,76.9898676",76.9898676,8.5339492,0.635416667,0.274305556,15.33333333,10,909,59.3,S------,Chennai-Thiruvananthapuram Express
SF,SR,Chennai,Chennai Central,Trivandrum Central,"8.5339492,76.9898676","8.5339492,76.9898676",76.9898676,8.5339492,0.822916667,0.475694444,15.66666667,18,909,58,SMTWTFS,Chennai Tiruvananthapuram SF Mail
SF,NR,Delhi,Delhi Hazrat Nizamuddin,Jabalpur Junction,"23.1648052,79.9503974","23.1648052,79.9503974",79.9503974,23.1648052,0.642361111,0.302083333,15.83333333,12,909,57.4,SMTWTFS,Gondwana Express
Exp,NR,Delhi,Old Delhi,Jaisalmer,"26.9157487,70.9083443","26.9157487,70.9083443",70.9083443,26.9157487,0.729166667,0.458333333,17.5,36,921,52.6,SMTWTFS,Delhi-Jaisalmer Express
SF,SR,Chennai,Chennai Central,Trivandrum Central,"8.5339492,76.9898676","8.5339492,76.9898676",76.9898676,8.5339492,0.642361111,0.319444444,16.25,19,922,56.7,SMTWTFS,Chennai-Trivandrum SuperFast Express
Mail,WR,Mumbai,Mumbai Central,Veraval,"20.9120030,70.3533760","20.9120030,70.3533760",70.353376,20.912003,0.850694444,0.65625,19.33333333,29,923,47.7,S-TWTFS,Saurashtra Mail
SF,SR,Chennai,Chennai Central,Nagercoil Junction,"8.1746848,77.4440221","8.1746848,77.4440221",77.4440221,8.1746848,0.760416667,0.461805556,16.83333333,17,927,55.1,-----F-,Chennai Central Nagercoil Weekly Superfast Express
SF,WR,Delhi,Old Delhi,Ahmedabad Junction,"23.0300000,72.5800000","23.0300000,72.5800000",72.58,23.03,0.638888889,0.319444444,16.33333333,17,933,57.1,SMTWTFS,Ashram SF Express
Raj,WR,Delhi,New Delhi,Ahmedabad Junction,"23.0300000,72.5800000","23.0300000,72.5800000",72.58,23.03,0.829861111,0.399305556,13.66666667,6,934,68.3,SMTWTFS,New Delhi-Ahmedabad Swarna Jayanti Rajdhani Expres
SF,NWR,Mumbai,Mumbai Bandra Terminus,Jodhpur Junction,"26.4902597,72.6718944","26.4902597,72.6718944",72.6718944,26.4902597,0.5625,0.270833333,17,14,935,55,SMTWTFS,Suryanagari Express
Exp,WR,Mumbai,Mumbai Bandra Terminus,Jodhpur Junction,"26.4902597,72.6718944","26.4902597,72.6718944",72.6718944,26.4902597,0.975694444,0.708333333,17.58333333,8,935,53.2,-----F-,Bandra Jodhpur Express
SF,WR,Mumbai,Mumbai Bandra Terminus,Udaipur City,"24.5712699,73.6915439","24.5712699,73.6915439",73.6915439,24.5712699,0.65625,0.371527778,17.16666667,12,945,55,S--W-F-,Bandra-Udaipur SF Express
Exp,WR,Mumbai,Mumbai Central,Porbandar,"21.6417069,69.6292654","21.6417069,69.6292654",69.6292654,21.6417069,0.347222222,0.243055556,21.5,60,955,44.4,SMTWTFS,Saurashtra Express
SF,CR,Delhi,Delhi Hazrat Nizamuddin,Jabalpur Junction,"23.1648052,79.9503974","23.1648052,79.9503974",79.9503974,23.1648052,0.673611111,0.399305556,17.41666667,27,961,55.2,SMTWTFS,Mahakoshal Express
Exp,NER,Delhi,Old Delhi,Raxaul Junction,"26.9868646,84.8447217","26.9868646,84.8447217",84.8447217,26.9868646,0.71875,0.701388889,23.58333333,44,964,40.9,SMTWTFS,Satyagraha Express
SF,CR,Mumbai,Mumbai CST,Gondia Junction,"21.4618542,80.1920398","21.4618542,80.1920398",80.1920398,21.4618542,0.798611111,0.465277778,16,22,968,60.5,SMTWTFS,Vidarbha Express
SF,ECR,Delhi,Old Delhi,Gaya Junction,"24.8042298,84.9996294","24.8042298,84.9996294",84.9996294,24.8042298,0.798611111,0.40625,14.58333333,5,972,66.7,-----F-,Delhi Gaya S
Exp,NFR,Kolkata,Kolkata Sealdah,Guwahati,"26.1471290,91.7355511","26.1471290,91.7355511",91.7355511,26.147129,0.274305556,0.1875,21.91666667,30,975,44.5,SMTWTFS,Kanchenjunga Express
SF,NWR,Mumbai,Mumbai Dadar Western,Ajmer Junction,"26.7987444,75.0244674","26.7987444,75.0244674",75.0244674,26.7987444,0.607638889,0.336805556,17.5,20,976,55.8,#NAME?,Dadar Ajmer Superfast Express
SF,WR,Mumbai,Mumbai Dadar Western,Bhuj,"23.2419997,69.6669324","23.2419997,69.6669324",69.6669324,23.2419997,0.996527778,0.736111111,17.75,15,977,55,--T--F-,Dadar-Bhuj Bi-Weekly SF Express
Exp,WR,Mumbai,Mumbai Bandra Terminus,Okha,"22.4574800,69.0640550","22.4574800,69.0640550",69.064055,22.45748,0.996527778,0.84375,20.33333333,12,980,48.2,---W---,Bandra Terminus Okha Weekly Special
Exp,SR,Chennai,Chennai Egmore,Mangalore Central,"12.8809875,74.8352693","12.8809875,74.8352693",74.8352693,12.8809875,0.927083333,0.916666667,23.75,50,983,41.4,SMTWTFS,Chennai Egmore-Mangalore Express
SF,ER,Delhi,Delhi Anand Vihar Terminus,Rajendra Nagar Bihar,"25.6053291,85.1647866","25.6053291,85.1647866",85.1647866,25.6053291,0.638888889,0.333333333,16.66666667,3,987,59.2,SMTWTFS,Anand Vihar(T) Rajendra Nagar Jan Sadharan Express
SF,ER,Delhi,New Delhi,Gaya Junction,"24.8042298,84.9996294","24.8042298,84.9996294",84.9996294,24.8042298,0.590277778,0.243055556,15.66666667,13,990,63.2,SMTWTFS,Mahabodhi Express
Mail,WR,Mumbai,Mumbai Central,Okha,"22.4574800,69.0640550","22.4574800,69.0640550",69.064055,22.45748,0.850694444,0.666666667,19.58333333,28,990,50.6,SMTWTFS,Saurashtra Mail
GR,WCR,Mumbai,Mumbai CST,Jabalpur Junction,"23.1648052,79.9503974","23.1648052,79.9503974",79.9503974,23.1648052,0.5625,0.25,16.5,12,997,60.4,#NAME?,Mumbai-Jabalpur Garib Rath Express
Raj,ECR,Delhi,New Delhi,Rajendra Nagar Bihar,"25.6053291,85.1647866","25.6053291,85.1647866",85.1647866,25.6053291,0.715277778,0.25,12.83333333,4,1001,78,SMTWTFS,New Delhi Rajendra Nagar Rajdhani Express
SF,ER,Delhi,New Delhi,Rajendra Nagar Bihar,"25.6053291,85.1647866","25.6053291,85.1647866",85.1647866,25.6053291,0.729166667,0.315972222,14.08333333,1,1001,71.1,SMTWTFS,Sampoorna Kranti Express
SF,WR,Mumbai,Mumbai Bandra Terminus,Ajmer Junction,"26.7987444,75.0244674","26.7987444,75.0244674",75.0244674,26.7987444,0.65625,0.40625,18,11,1017,56.5,S--W-F-,Bandra-Udaipur SF Express Slip
SF,ER,Kolkata,Kolkata Howrah Junction,Guwahati,"26.1471290,91.7355511","26.1471290,91.7355511",91.7355511,26.147129,0.659722222,0.395833333,17.66666667,9,1020,57.7,SMTWTFS,Saraighat Express
GR,NER,Kolkata,Kolkata Chitpur,Guwahati,"26.1471290,91.7355511","26.1471290,91.7355511",91.7355511,26.147129,0.902777778,0.652777778,18,11,1027,57.1,S---T--,Kolkata Guwahati Garib Rath
SF,WCR,Delhi,New Delhi,Jabalpur Junction,"23.1648052,79.9503974","23.1648052,79.9503974",79.9503974,23.1648052,0.586805556,0.302083333,17.16666667,17,1038,60.5,SMTWTFS,Shridham Express
Exp,NER,Kolkata,Kolkata Shalimar,Gorakhpur Junction,"26.5052677,83.7784115","26.5052677,83.7784115",83.7784115,26.5052677,0.850694444,0.680555556,19.91666667,11,1050,52.7,--T----,Kolkata Shalimar-Gorakhpur Bhojpuri Express
Exp,NR,Delhi,Delhi Sarai Rohilla,Chhindwara Junction,"22.0579488,78.9528086","22.0579488,78.9528086",78.9528086,22.0579488,0.513888889,0.409722222,21.5,17,1050,48.8,-M-W---,Patalkot Express
Exp,NR,Delhi,Delhi Sarai Rohilla,Chhindwara Junction,"22.0579488,78.9528086","22.0579488,78.9528086",78.9528086,22.0579488,0.513888889,0.409722222,21.5,16,1050,48.8,S---T--,Delhi SR Chhindwara Kanhan Valley Express
Exp,SER,Kolkata,Kolkata Howrah Junction,Koraput,"18.8134870,82.7123327","18.8134870,82.7123327",82.7123327,18.813487,0.899305556,0.850694444,22.83333333,43,1057,46.3,SMTWTFS,Samaleshwari Express
SF,ECR,Delhi,Delhi Anand Vihar Terminus,Muzaffarpur Junction,"26.1222744,85.3778841","26.1222744,85.3778841",85.3778841,26.1222744,0.618055556,0.434027778,19.58333333,12,1060,54.1,SMTWTFS,Sapt Kranti SF Express
GR,NR,Delhi,Delhi Anand Vihar Terminus,Muzaffarpur Junction,"26.1222744,85.3778841","26.1222744,85.3778841",85.3778841,26.1222744,0.881944444,0.746527778,20.75,10,1060,51.1,---W---,Anand Vihar T.- Muzaffarpur Garib Rath
SF,NR,Delhi,New Delhi,Islampur,"26.2608890,88.1879310","26.2608890,88.1879310",88.187931,26.260889,0.840277778,0.579861111,17.75,25,1063,59.9,SMTWTFS,Magadh Express
Exp,SWR,Chennai,Chennai Central,Vasco Da Gama,"15.3860329,73.8440398","15.3860329,73.8440398",73.8440398,15.3860329,0.590277778,0.541666667,22.83333333,21,1070,46.9,-----F-,Chennai Vasco Express
SKr,WR,Delhi,Delhi Hazrat Nizamuddin,Ahmedabad Junction,"23.0300000,72.5800000","23.0300000,72.5800000",72.58,23.03,0.586805556,0.274305556,16.5,8,1085,65.8,#NAME?,Gujarat Sampark Kranti Express
Exp,SR,Chennai,Chennai Egmore,Guruvayur,"10.5949449,76.0383760","10.5949449,76.0383760",76.038376,10.5949449,0.319444444,0.277777778,23,44,1100,47.8,SMTWTFS,Chennai Egmore-Guruvayoor Express
SF,ECR,Delhi,New Delhi,Rajgir,"25.0300000,85.4200000","25.0300000,85.4200000",85.42,25.03,0.552083333,0.423611111,20.91666667,30,1103,52.7,SMTWTFS,Shramjeevi Express
Exp,NWR,Mumbai,Mumbai Bandra Terminus,Jaipur Junction,"26.9209850,75.7854754","26.9209850,75.7854754",75.7854754,26.920985,0.875,0.78125,21.75,36,1106,50.9,SMTWTFS,Aravalli Express
Exp,NR,Delhi,Old Delhi,Muzaffarpur Junction,"26.1222744,85.3778841","26.1222744,85.3778841",85.3778841,26.1222744,0.680555556,0.75,25.66666667,27,1106,43.1,--T-T--,Old Delhi-Muzaffarpur Sadbhavana Express
Exp,CR,Mumbai,Mumbai CST,Nagpur Junction,"20.7488587,78.6030242","20.7488587,78.6030242",78.6030242,20.7488587,0.690972222,0.677083333,23.66666667,30,1139,48.1,SMTWTFS,Nandigram Express
Exp,NR,Delhi,Old Delhi,Muzaffarpur Junction,"26.1222744,85.3778841","26.1222744,85.3778841",85.3778841,26.1222744,0.680555556,0.75,25.66666667,30,1147,44.7,---W---,Sadbhavana Expres
SF,WR,Mumbai,Mumbai Bandra Terminus,Jaipur Junction,"26.9209850,75.7854754","26.9209850,75.7854754",75.7854754,26.920985,0.65625,0.4375,18.75,15,1148,61.2,#NAME?,Mumbai Bandra (T.) - Jaipur (Tri-weekly) SF Exp
Exp,WCR,Kolkata,Kolkata Howrah Junction,Jabalpur Junction,"23.1648052,79.9503974","23.1648052,79.9503974",79.9503974,23.1648052,0.604166667,0.65625,25.25,40,1152,45.6,SMTWTFS,Shaktipunj Express
Exp,SWR,Mumbai,Mumbai CST,Bangalore City Junction,"12.9777803,77.5685757","12.9777803,77.5685757",77.5685757,12.9777803,0.336805556,0.368055556,24.75,32,1153,46.6,SMTWTFS,Udyan Express
Drnt,WR,Mumbai,Mumbai Central,Jaipur Junction,"26.9209850,75.7854754","26.9209850,75.7854754",75.7854754,26.920985,0.96875,0.579861111,14.66666667,0,1159,79,S-T----,Mumbai Central Jaipur AC Duronto Express
SF,WR,Mumbai,Mumbai Central,Jaipur Junction,"26.9209850,75.7854754","26.9209850,75.7854754",75.7854754,26.920985,0.784722222,0.534722222,18,17,1159,64.4,SMTWTFS,Mumbai-Jaipur SF Express
SF,ECR,Delhi,New Delhi,Darbhanga Junction,"26.1573879,85.9071330","26.1573879,85.9071330",85.907133,26.1573879,0.861111111,0.753472222,21.41666667,15,1166,54.4,SMTWTFS,Swatantrata Sainani Express
SKr,ECR,Delhi,New Delhi,Darbhanga Junction,"26.1573879,85.9071330","26.1573879,85.9071330",85.907133,26.1573879,0.604166667,0.475694444,20.91666667,9,1172,56,SMTWTFS,Bihar Sampark Kranti Express
SF,SR,Mumbai,Mumbai Lokmanya Tilak Terminus,Mangalore Central,"12.8809875,74.8352693","12.8809875,74.8352693",74.8352693,12.8809875,0.638888889,0.3125,16.16666667,22,1185,73.3,SMTWTFS,Matsyagandha Express
SF,ECR,Delhi,New Delhi,Barauni Junction,"25.5936972,85.6886494","25.5936972,85.6886494",85.6886494,25.5936972,0.826388889,0.71875,21.41666667,19,1185,55.3,SMTWTFS,Vaishali SF Express
SF,CR,Mumbai,Mumbai CST,Mangalore Junction,"12.8668681,74.8815595","12.8668681,74.8815595",74.8815595,12.8668681,0.927083333,0.517361111,14.16666667,10,1195,84.4,SMTWTFS,Mumbai CST - Mangalore Jn. SF Express
Exp,CR,Mumbai,Mumbai Dadar Central,Bangalore Yesvantpur Junction,"13.0232118,77.5513735","13.0232118,77.5513735",77.5513735,13.0232118,0.895833333,0.913194444,24.41666667,25,1205,49.4,SM-WTFS,Chalukya Express
SF,ER,Delhi,Delhi Anand Vihar Terminus,Bhagalpur,"25.2400300,86.9845120","25.2400300,86.9845120",86.984512,25.24003,0.611111111,0.517361111,21.75,17,1206,55.4,SMTWTFS,Vikramshila Express
GR,NR,Delhi,Delhi Anand Vihar Terminus,Bhagalpur,"25.2400300,86.9845120","25.2400300,86.9845120",86.984512,25.24003,0.708333333,0.479166667,18.5,15,1207,65.2,-M-W-F-,AnandVihar Terminal-Bhagalpur Garib Rath
SF,NWR,Mumbai,Mumbai Bandra Terminus,Bikaner Junction,"28.0145575,73.3159695","28.0145575,73.3159695",73.3159695,28.0145575,0.607638889,0.520833333,21.91666667,26,1212,55.3,--T----,Mumbai BandraT-Bikaner SF Special
Exp,CR,Mumbai,Mumbai Dadar Central,Mysore Junction,"12.9016746,77.4684458","12.9016746,77.4684458",77.4684458,12.9016746,0.895833333,0.90625,24.25,25,1212,50,--T----,Dadar-Mysore Sharavati Express
Exp,NWR,Mumbai,Mumbai Bandra Terminus,Bikaner Junction,"28.0145575,73.3159695","28.0145575,73.3159695",73.3159695,28.0145575,0.625,0.649305556,24.58333333,31,1212,49.3,SMTWTFS,Ranakpur Express
Exp,CR,Mumbai,Mumbai Lokmanya Tilak Terminus,Gwalior Junction,"26.2159557,78.1819150","26.2159557,78.1819150",78.181915,26.2159557,0.659722222,0.649305556,23.75,14,1216,51.2,---W---,Mumbai LTT - Gwalior (Weekly) Special
SF,ER,Delhi,New Delhi,Bhagalpur,"25.2400300,86.9845120","25.2400300,86.9845120",86.984512,25.24003,0.989583333,0.833333333,20.25,7,1220,60.2,--T----,NewDelhi-Bhagalpur Weekly SF Express
SF,ECoR,Chennai,Chennai Central,Bhubaneswar,"20.2960587,85.8245398","20.2960587,85.8245398",85.8245398,20.2960587,0.881944444,0.732638889,20.41666667,19,1223,59.9,-----F-,Chennai Bhubaneswar SF Express
Exp,NR,Delhi,Old Delhi,Raxaul Junction,"26.9868646,84.8447217","26.9868646,84.8447217",84.8447217,26.9868646,0.680555556,0.895833333,29.16666667,33,1236,42.4,S----F-,Sadbhavana Express
SF,NWR,Mumbai,Mumbai Dadar Western,Bikaner Junction,"28.0145575,73.3159695","28.0145575,73.3159695",73.3159695,28.0145575,0.607638889,0.548611111,22.58333333,12,1245,55.1,S--W---,Dadar - Bikaner Express
GR,ECR,Delhi,Delhi Anand Vihar Terminus,"Jaynagar, Bihar","26.5852483,86.1293792","26.5852483,86.1293792",86.1293792,26.5852483,0.708333333,0.5625,20.5,18,1252,61.1,#NAME?,Anand Vihar Terminus-Jaynagar Garib Rath Express
SF,CR,Chennai,Chennai Egmore,Mumbai Dadar Central,"19.0197385,72.8515468","19.0197385,72.8515468",72.8515468,19.0197385,0.284722222,0.25,23.16666667,19,1279,55.2,SMTWTFS,Chennai Dadar SF Express
SF,CR,Mumbai,Mumbai Dadar Central,Chennai Egmore,"13.0730933,80.2572225","13.0730933,80.2572225",80.2572225,13.0730933,0.854166667,0.822916667,23.25,21,1279,55,SMTWTFS,Dadar Chennai Egmore SF Express
Exp,CR,Chennai,Chennai Central,Mumbai CST,"18.9439272,72.8360390","18.9439272,72.8360390",72.836039,18.9439272,0.496527778,0.572916667,25.83333333,32,1283,49.7,SMTWTFS,ChennaiCentral-CST Mumbai Express
Exp,CR,Mumbai,Mumbai CST,Chennai Central,"13.0836340,80.2742100","13.0836340,80.2742100",80.27421,13.083634,0.583333333,0.697916667,26.75,34,1283,48,SMTWTFS,Mumbai - Chennai Express
Mail,CR,Chennai,Chennai Central,Mumbai CST,"18.9439272,72.8360390","18.9439272,72.8360390",72.836039,18.9439272,0.951388889,0.15625,28.91666667,50,1283,44.4,SMTWTFS,Chennai-Mumbai CST Mail
Mail,CR,Mumbai,Mumbai CST,Chennai Central,"13.0836340,80.2742100","13.0836340,80.2742100",80.27421,13.083634,0.989583333,0.204861111,29.16666667,50,1283,44,SMTWTFS,Mumbai CST-Chennai Mail
SKr,SER,Delhi,Delhi Hazrat Nizamuddin,Durg Junction,"21.1893670,81.2830390","21.1893670,81.2830390",81.283039,21.189367,0.725694444,0.631944444,21.75,9,1284,59,S-T--F-,Chhattisgarh Sampark Kranti Express
Exp,NR,Delhi,Delhi Anand Vihar Terminus,Sitamarhi,"26.5980700,85.4953230","26.5980700,85.4953230",85.495323,26.59807,0.65625,0.927083333,30.5,38,1285,42.1,SMTWTFS,Lichhavi Express
SF,SER,Delhi,Delhi Anand Vihar Terminus,"Hatia, Jharkhand","22.7492100,85.9169350","22.7492100,85.9169350",85.916935,22.74921,0.826388889,0.694444444,20.83333333,16,1303,62.5,#NAME?,Jharkhand Swarna Jayanti Express
SF,CR,Kolkata,Kolkata Howrah Junction,Gwalior Junction,"26.2159557,78.1819150","26.2159557,78.1819150",78.181915,26.2159557,0.739583333,0.722222222,23.58333333,30,1303,55.3,S-TW---,Chambal Express
Raj,NR,Delhi,New Delhi,Ranchi Junction,"22.9655604,85.9987331","22.9655604,85.9987331",85.9987331,22.9655604,0.673611111,0.381944444,17,6,1306,76.8,--T--F-,New Delhi-Ranchi Rajdhani Express
SKr,SER,Delhi,New Delhi,Ranchi Junction,"22.9655604,85.9987331","22.9655604,85.9987331",85.9987331,22.9655604,0.298611111,0.204861111,21.75,7,1309,60.2,#NAME?,Jharkhand Sampark Kranti Express
Exp,CR,Kolkata,Kolkata Chitpur,Jhansi Junction,"25.0457256,78.8049305","25.0457256,78.8049305",78.8049305,25.0457256,0.309027778,0.368055556,25.41666667,16,1326,52.2,S------,Pratham Swatantrata Sangram Express
SF,CR,Mumbai,Mumbai Lokmanya Tilak Terminus,Agra Cantt.,"27.1553965,78.0108205","27.1553965,78.0108205",78.0108205,27.1553965,0.684027778,0.538194444,20.5,19,1334,65.1,-----F-,Lashkar Superfast Express
SF,SER,Delhi,Delhi Anand Vihar Terminus,"Hatia, Jharkhand","22.7492100,85.9169350","22.7492100,85.9169350",85.916935,22.74921,0.826388889,0.829861111,24.08333333,18,1334,55.4,--TW-F-,Jharkhand Swarna Jayanti Express
Raj,NR,Delhi,New Delhi,Ranchi Junction,"22.9655604,85.9987331","22.9655604,85.9987331",85.9987331,22.9655604,0.673611111,0.444444444,18.5,4,1341,72.5,----T--,New Delhi-Ranchi Rajdhani Express
GR,SER,Delhi,New Delhi,Ranchi Junction,"22.9655604,85.9987331","22.9655604,85.9987331",85.9987331,22.9655604,0.673611111,0.444444444,18.5,10,1344,72.6,#NAME?,New Delhi-Ranchi Garib Rath
Exp,NR,Delhi,Delhi Hazrat Nizamuddin,Sainagar Shirdi,"19.7769008,74.5053095","19.7769008,74.5053095",74.5053095,19.7769008,0.013888889,0.927083333,21.91666667,11,1360,62.1,-----F-,H. Nizamuddin - Sainagar Shirdi (Weekly) Special
GR,WR,Delhi,Delhi Hazrat Nizamuddin,Mumbai Bandra Terminus,"19.0623704,72.8410241","19.0623704,72.8410241",72.8410241,19.0623704,0.652777778,0.340277778,16.5,7,1366,82.8,S--W-F-,H.Nizamuddin-Bandra Terminus Garib Rath Express
GR,WR,Mumbai,Mumbai Bandra Terminus,Delhi Hazrat Nizamuddin,"28.5893050,77.2462570","28.5893050,77.2462570",77.246257,28.589305,0.704861111,0.40625,16.83333333,7,1366,81.1,#NAME?,Bandra Terminus- Hazrat Nizamuddin Garib Rath
SKr,WR,Delhi,Delhi Hazrat Nizamuddin,Mumbai Bandra Terminus,"19.0623704,72.8410241","19.0623704,72.8410241",72.8410241,19.0623704,0.899305556,0.743055556,20.25,3,1366,67.5,-M--T--,Maharashtra Sampark Kranti Express
SKr,WR,Mumbai,Mumbai Bandra Terminus,Delhi Hazrat Nizamuddin,"28.5893050,77.2462570","28.5893050,77.2462570",77.246257,28.589305,0.701388889,0.572916667,20.91666667,3,1366,65.3,S--W---,Maharashtra Sampark Kranti Express
Raj,WR,Mumbai,Mumbai Central,Delhi Hazrat Nizamuddin,"28.5893050,77.2462570","28.5893050,77.2462570",77.246257,28.589305,0.736111111,0.454861111,17.25,12,1377,79.8,SMTWTFS,MumbaiCentral-H Nizamuddin August Kranti Rajdhani Express
